24 27 25 1 7 4 6 3 5 2 8 14 11 13 10 12 9 15 21 18 20 17 19 16 22 28 26 23 31 | 23 26 24 27 25 1 7 4 6 3 5 2 8 14 11 13 10 12 9 15 21 18 20 17 19 16 22 30
1 28 7 5 3 6 2 4 8 14 12 10 13 9 11 15 21 19 17 20 16 18 22 24 26 23 27 25 31 | 25 27 23 26 24 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 30
27 23 26 24 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 28 25 31 | 25 27 23 26 24 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 30
6 3 5 7 1 28 2 4 8 14 12 10 13 9 11 15 21 19 17 20 16 18 22 24 26 23 27 25 31 | 25 27 23 26 24 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 30
27 24 26 23 28 22 18 21 16 19 17 20 15 11 14 9 12 10 13 8 4 7 2 5 3 6 1 25 31 | 25 1 6 3 5 2 7 4 8 13 10 12 9 14 11 15 20 17 19 16 21 18 22 27 24 26 23 30
1 28 7 5 3 6 2 4 8 14 12 10 13 9 11 15 21 19 17 20 16 18 22 25 27 24 26 23 31 | 23 26 24 27 25 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 30
24 27 25 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 28 26 23 31 | 23 26 24 27 25 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 30
27 24 26 1 7 5 3 6 2 4 8 14 12 10 13 9 11 15 21 19 17 20 16 18 22 28 23 25 31 | 25 23 27 24 26 1 7 5 3 6 2 4 8 14 12 10 13 9 11 15 21 19 17 20 16 18 22 30
1 28 7 5 3 6 2 4 8 14 12 10 13 9 11 15 21 19 17 20 16 18 22 25 23 27 24 26 31 | 26 24 27 23 25 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 30
25 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 28 23 27 24 26 31 | 26 24 27 23 25 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 30
6 3 5 7 1 28 2 4 8 14 12 10 13 9 11 15 21 19 17 20 16 18 22 25 23 27 24 26 31 | 26 24 27 23 25 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 30
24 27 23 25 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 28 26 31 | 26 24 27 23 25 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 30
1 6 4 2 7 5 3 8 13 11 9 14 12 10 15 20 18 16 21 19 17 22 27 25 23 28 26 24 31 | 24 26 1 6 4 2 7 5 3 8 13 11 9 14 12 10 15 20 18 16 21 19 17 22 27 25 23 30
1 5 3 7 2 6 4 8 12 10 14 9 13 11 15 19 17 21 16 20 18 22 26 24 28 23 27 25 31 | 25 27 23 1 5 3 7 2 6 4 8 12 10 14 9 13 11 15 19 17 21 16 20 18 22 26 24 30
25 27 24 1 5 7 3 6 4 2 8 12 14 10 13 11 9 15 19 21 17 20 18 16 22 26 28 23 31 | 23 25 27 24 1 5 7 3 6 4 2 8 12 14 10 13 11 9 15 19 21 17 20 18 16 22 26 30
1 28 7 5 3 6 2 4 8 14 12 10 13 9 11 15 21 19 17 20 16 18 22 24 27 25 23 26 31 | 26 23 25 27 24 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 30
27 24 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 28 25 23 26 31 | 26 23 25 27 24 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 30
25 1 5 3 7 4 2 6 8 12 10 14 11 9 13 15 19 17 21 18 16 20 22 26 24 28 23 27 31 | 27 23 25 1 5 3 7 4 2 6 8 12 10 14 11 9 13 15 19 17 21 18 16 20 22 26 24 30
1 4 7 3 6 2 5 8 11 14 10 13 9 12 15 18 21 17 20 16 19 22 25 28 24 27 23 26 31 | 26 23 27 24 1 4 7 3 6 2 5 8 11 14 10 13 9 12 15 18 21 17 20 16 19 22 25 30
27 25 28 22 16 19 17 21 18 20 15 9 12 10 14 11 13 8 2 5 3 7 4 6 1 24 26 23 31 | 23 26 24 1 6 4 7 3 5 2 8 13 11 14 10 12 9 15 20 18 21 17 19 16 22 27 25 30
24 1 6 4 7 3 5 2 8 13 11 14 10 12 9 15 20 18 21 17 19 16 22 27 25 28 26 23 31 | 23 26 24 1 6 4 7 3 5 2 8 13 11 14 10 12 9 15 20 18 21 17 19 16 22 27 25 30
26 24 1 6 4 7 3 5 2 8 13 11 14 10 12 9 15 20 18 21 17 19 16 22 27 25 28 23 31 | 23 26 24 1 6 4 7 3 5 2 8 13 11 14 10 12 9 15 20 18 21 17 19 16 22 27 25 30
1 28 6 4 7 3 5 2 8 13 11 14 10 12 9 15 20 18 21 17 19 16 22 25 27 24 26 23 31 | 23 26 24 27 25 22 16 19 17 21 18 20 15 9 12 10 14 11 13 8 2 5 3 7 4 6 1 30
27 25 22 16 19 17 21 18 20 15 9 12 10 14 11 13 8 2 5 3 7 4 6 1 28 24 26 23 31 | 23 26 24 27 25 22 16 19 17 21 18 20 15 9 12 10 14 11 13 8 2 5 3 7 4 6 1 30
1 28 6 4 7 3 5 2 8 13 11 14 10 12 9 15 20 18 21 17 19 16 22 27 24 26 23 25 31 | 25 23 26 24 27 22 16 19 17 21 18 20 15 9 12 10 14 11 13 8 2 5 3 7 4 6 1 30
1 28 6 4 7 3 5 2 8 13 11 14 10 12 9 15 20 18 21 17 19 16 22 25 23 27 24 26 31 | 26 24 27 23 25 22 16 19 17 21 18 20 15 9 12 10 14 11 13 8 2 5 3 7 4 6 1 30
5 3 7 4 6 1 28 2 8 13 11 14 10 12 9 15 20 18 21 17 19 16 22 25 23 27 24 26 31 | 26 24 27 23 25 22 16 19 17 21 18 20 15 9 12 10 14 11 13 8 2 5 3 7 4 6 1 30
25 23 26 24 27 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 28 22 31 | 22 25 23 26 24 27 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 30
6 3 5 7 1 28 2 4 8 14 12 10 13 9 11 15 21 19 17 20 16 18 27 25 23 26 24 22 31 | 22 24 26 23 25 27 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 30
24 26 23 25 27 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 28 22 31 | 22 24 26 23 25 27 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 30
1 7 5 3 6 4 2 8 14 12 10 13 11 9 15 21 19 17 20 18 16 22 28 26 24 27 25 23 31 | 23 25 27 24 26 1 7 5 3 6 4 2 8 14 12 10 13 11 9 15 21 19 17 20 18 16 22 30
1 28 7 5 3 6 2 4 8 14 12 10 13 9 11 15 21 19 17 20 16 18 22 27 24 26 23 25 31 | 25 23 26 24 27 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 30
6 3 5 7 1 28 2 4 8 14 12 10 13 9 11 15 21 19 17 20 16 18 22 27 24 26 23 25 31 | 25 23 26 24 27 22 18 16 20 17 19 21 15 11 9 13 10 12 14 8 4 2 6 3 5 7 1 30
